Name,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control
Adam Ratajczyk,241,52,53,36,55,45,247,60,42,44,47,54
Jack Rudoni,230,38,52,42,61,37,268,59,56,38,56,59
Herman Haugen,194,55,28,44,45,22,232,56,51,29,42,54
Takuro Kaneko,240,39,50,43,62,46,284,68,47,42,61,66
Manuel Ugarte,250,64,49,39,59,39,258,60,41,38,56,63
Doğukan Emeksiz,261,53,45,46,68,49,318,68,55,54,72,69
Franco Pizzicanella,54,10,7,12,20,5,67,9,9,13,24,12
Mateo Montenegro,250,46,41,58,68,37,260,54,42,44,60,60
Elliot Watt,242,56,45,37,62,42,290,57,56,55,61,61
Keelan O'Connell,253,53,49,48,54,49,271,59,55,49,52,56
Mark Beck,256,33,57,60,55,51,233,53,34,40,49,57
Joffré Escobar,279,52,56,60,62,49,250,60,45,39,41,65
Lévi Ntumba,73,12,9,14,31,7,90,14,16,15,26,19
Vincent Schippers,188,44,27,60,34,23,197,60,30,35,32,40
Fabio Schneider,266,50,51,53,63,49,254,58,43,33,59,61
Armando Vera,52,10,7,12,15,8,78,6,14,13,29,16
Wei Guo,48,10,8,10,15,5,78,10,13,10,31,14
Cristian Blanco,211,55,36,40,55,25,230,57,37,33,45,58
Pedro González,73,11,7,10,40,5,100,11,11,14,50,14
Fabricio Manzo,234,45,48,34,63,44,282,64,50,48,59,61
Elliot Anderson,266,54,55,40,62,55,284,64,57,49,53,61
Kacper Chodyna,236,54,46,36,55,45,240,57,50,31,46,56
Angelo Mayer,198,48,28,46,50,26,259,57,49,48,45,60
Stelios Kokovas,210,60,25,48,51,26,220,59,40,32,49,40
Milton Garzón,229,37,53,43,59,37,241,54,33,32,57,65
Cristian Tovar,172,20,20,55,49,28,140,29,21,21,23,46
Zhenli Liu,68,13,14,15,14,12,87,12,14,17,19,25
Kyle Smith,191,47,22,41,53,28,207,55,34,29,35,54
Dino Visser,111,13,17,26,43,12,117,24,15,13,39,26
Semi Belkahia,208,37,31,60,46,34,144,26,21,25,29,43
Daniel Szelągowski,255,47,58,53,51,46,220,58,39,29,33,61
Maximiliano Centurión,174,34,20,57,34,29,163,35,26,35,30,37
Jason Ngouabi,184,34,22,53,55,20,171,34,30,27,41,39
Jeronimo Rodríguez,259,52,60,44,50,53,267,63,52,48,43,61
Josué Gómez,270,42,66,62,51,49,240,52,49,39,42,58
Rayan Philippe,258,39,65,59,50,45,228,53,48,32,39,56
Lucas Lemos,200,23,36,57,57,27,202,45,27,23,58,49
Sodai Hasukawa,177,34,24,52,37,30,172,32,37,33,34,36
Amer Eriksson Ibragic,185,45,22,42,54,22,216,51,34,31,45,55
Leon Schaffran,56,11,6,15,16,8,76,10,15,10,22,19
Will Patching,244,50,47,43,65,39,322,60,65,70,64,63
Diego Fernández,216,37,50,35,56,38,260,52,41,45,60,62
Agustín Curruhinca,260,54,51,48,54,53,268,67,48,42,50,61
Moisés Caicedo,220,34,54,40,62,30,246,54,30,39,60,63
Michael Fabrie,66,12,11,11,21,11,97,17,14,15,33,18
Kevin Isa,253,38,55,55,57,48,236,60,45,38,37,56
Monday Samuel,232,46,46,36,62,42,278,56,52,48,58,64
Rory Feely,248,54,35,62,54,43,259,55,51,45,51,57
George Thomson,250,58,53,42,53,44,271,56,53,56,51,55
Leonel Montano,242,45,54,45,59,39,258,59,48,37,52,62
Diasha Sundaram,216,42,54,55,52,13,202,33,38,32,51,48
Ariel Cáceres,247,52,53,39,55,48,252,66,42,39,47,58
Ryan Brennan,273,58,52,56,59,48,279,55,53,55,57,59
Freddie Hinds,231,31,58,57,42,43,211,57,39,28,32,55
Taranjot Agarwal,253,54,51,50,51,47,276,57,60,48,51,60
Jonah Fabisch,224,37,39,52,64,32,278,61,55,37,62,63
Mésaque Geremias Djú,261,52,55,62,48,44,227,60,42,30,35,60
Tobias Carlsson,180,26,22,58,48,26,164,33,31,22,34,44
Daichi Hayashi,261,45,58,58,56,44,252,64,53,33,40,62
José Llovera,210,39,49,27,59,36,250,59,38,40,54,59
Byung Hyun Park,208,56,26,54,51,21,185,37,26,34,48,40
Harrison Biggins,222,39,46,36,62,39,258,59,41,36,60,62
Young Eun Choi,61,11,6,14,22,8,67,10,10,13,20,14
Yajun Zhou,74,15,12,11,21,15,132,21,34,32,24,21
Kian Harratt,227,28,61,56,43,39,211,54,42,28,31,56
Baba Touré,185,32,20,52,57,24,205,56,24,24,43,58
Kluiverth Aguilar,214,55,25,54,55,25,185,48,26,26,27,58
Diaz Wright,233,40,50,42,60,41,251,55,47,35,59,55
Danny Kane,221,53,32,56,54,26,249,56,52,33,53,55
Shuhei Kawasaki,245,60,48,38,56,43,262,55,51,50,51,55
Palkesh Nagarajan,67,11,15,11,22,8,94,13,14,13,33,21
Mahamadou Dembélé,195,33,32,54,51,25,197,49,27,28,39,54
Cem-Tuna Türkmen,248,49,41,50,66,42,267,64,39,37,61,66
Daniel Cabrera,239,60,51,33,57,38,236,54,37,33,55,57
Mohammed Sangare,246,45,46,55,60,40,257,60,42,40,58,57
Cammy MacPherson,258,56,38,56,60,48,300,59,61,61,59,60
Alessio Carlone,255,56,47,35,60,57,296,62,55,61,54,64
Daniel Udoh,261,44,59,53,52,53,241,61,45,34,41,60
Lautaro López,50,10,5,12,15,8,68,7,14,11,26,10
Bartłomiej Sielewski,226,36,31,58,54,47,220,48,30,32,53,57
Mathew Stevens,254,38,59,56,45,56,237,56,50,33,41,57
Randhir Jayaraman,286,53,60,64,55,54,255,52,51,59,43,50
Barry McNamee,258,54,53,44,59,48,286,56,57,58,55,60
Felix Irorere,202,32,26,63,48,33,171,38,27,25,40,41
Dillon Barnes,108,15,19,22,40,12,134,22,19,23,38,32
Arkadiusz Pyrka,256,51,59,43,51,52,260,59,51,42,48,60
Jader Valencia,230,31,60,55,41,43,221,62,37,30,33,59
Abdullah Al Khatib,180,28,19,57,48,28,173,39,23,24,42,45
Damian Primel,94,22,12,17,28,15,109,14,22,17,32,24
Maik Nawrocki,233,37,49,57,51,39,208,44,41,33,46,44
Niklas Kastenhofer,176,25,25,54,49,23,181,47,25,27,39,43
Jon Pacheco Dozagarat,186,27,18,64,56,21,126,21,22,24,21,38
Murtadha Al Burayh,184,30,25,57,47,25,152,29,28,26,33,36
Ozkan Cetiner,258,57,46,37,67,51,280,61,49,46,62,62
Julian von Moos,251,46,62,58,50,35,234,57,41,34,39,63
Mesut Çaytemel,258,58,54,43,58,45,278,59,51,56,50,62
Christian Celesia,185,28,29,57,39,32,166,34,34,28,31,39
Benjamin Hvidt,236,47,42,47,59,41,263,58,46,47,52,60
Adrian Laskowski,231,33,46,51,59,42,238,57,41,35,49,56
Jakub Wróbel,268,61,58,53,45,51,258,55,55,39,48,61
Donaldo Açka,240,44,34,56,62,44,227,42,38,39,53,55
Leon Bürger,251,58,45,53,64,31,271,64,31,60,52,64
Ciaron Brown,227,53,36,54,50,34,232,50,40,38,48,56
Robbie McCourt,260,54,51,55,57,43,276,58,55,54,54,55
Rodrigo Esteban Navaridas,196,36,28,58,42,32,164,34,30,27,38,35
Alex Denny,246,49,37,57,64,39,252,49,44,46,59,54
Rafał Leszczyński,98,18,12,19,34,15,79,15,15,15,18,16
Mateusz Praszelik,228,46,47,34,60,41,270,63,49,46,53,59
Peter Kioso,201,50,25,51,50,25,183,55,29,20,29,50
Ryan Cooney,248,63,44,43,58,40,250,53,43,40,58,56
Abdulsamed Damlu,50,10,5,13,17,5,64,5,11,14,18,16
Facundo Torres,295,60,57,62,60,56,251,56,38,42,50,65
Hyun Gyu Oh,248,54,55,40,56,43,249,63,49,38,35,64
Tyrese Sinclair,260,53,52,48,53,54,282,59,55,66,48,54
Saad Al Selouli,244,54,51,47,54,38,258,62,52,34,52,58
Brandon Servania,257,48,50,49,64,46,290,62,56,50,59,63
Moritz Schulze,62,11,6,10,29,6,77,12,14,14,19,18
Dariusz Pawłowski,250,57,52,41,54,46,262,60,52,38,55,57
Dion Lopy,269,46,45,66,65,47,273,55,49,44,64,61
Josh Davison,252,30,59,59,52,52,206,52,37,29,32,56
Yahya Boussakou,252,55,55,41,54,47,265,63,47,47,47,61
Joe Grayson,209,30,35,48,67,29,283,57,42,62,64,58
Adrián Molina Díaz,276,34,65,67,55,55,227,58,45,36,36,52
Mohammed Al Sahli,235,50,47,40,57,41,275,60,46,58,53,58
Alvin Jones,210,58,35,49,39,29,207,52,37,30,37,51
Brandon Domingues,260,57,49,45,57,52,261,64,45,40,50,62
Nathan Monzango,194,39,25,52,47,31,181,39,26,29,42,45
Charly Jan,57,13,8,11,20,5,78,13,10,13,26,16
Gianfranco Facchineri,212,39,55,47,46,25,221,55,28,29,57,52
Elias Damergy,50,10,5,12,17,6,64,12,10,10,18,14
Katio Landi,264,53,45,51,67,48,304,52,57,53,78,64
Thijs Dallinga,261,39,63,63,53,43,231,53,46,39,37,56
Wahid Faghir,241,31,62,48,49,51,216,59,35,37,31,54
Ender Aygören,278,57,50,52,68,51,303,60,55,50,75,63
Dean Clarke,254,55,53,48,53,45,240,55,53,30,48,54
Jun Nishikawa,267,58,48,44,61,56,302,63,60,61,58,60
Alistair Coote,244,53,48,44,56,43,264,60,46,43,56,59
Anıl Gözütok,224,37,41,35,56,55,282,66,63,35,55,63
Iván Bolaño,252,60,40,51,54,47,275,54,60,53,52,56
Jorge Miguel Soares Vieira,67,11,8,14,29,5,73,13,11,13,18,18
Ovidiu Perianu,244,43,49,52,59,41,242,48,42,44,56,52
Jaber Asiri,251,33,60,59,47,52,236,59,50,33,36,58
Gerardo Bruna,261,55,56,42,61,47,302,61,62,61,56,62
Gastón Pérez,200,30,60,33,60,17,216,52,31,20,54,59
Robbie Weir,273,63,54,50,60,46,284,48,64,55,58,59
Gunjeevan Thakkar,251,41,57,51,46,56,234,59,37,33,47,58
Georgie Poynton,273,57,54,52,59,51,288,55,57,62,58,56
Jake Brimmer,255,50,53,51,66,35,289,61,36,67,63,62
Gökhan Kardeş,174,32,20,55,36,31,151,26,27,29,33,36
Noah Awuku,262,57,61,53,50,41,213,64,37,24,28,60
Isaac Christie-Davies,250,55,51,38,63,43,268,57,38,56,57,60
Luke Armstrong,243,30,58,56,49,50,220,56,43,32,32,57
Francisco Casanova,65,12,7,14,27,5,77,8,13,12,28,16
Diego Aravena,230,51,37,41,62,39,258,49,48,41,60,60
Muteb Al Mutlaq,230,54,41,48,52,35,255,55,49,41,53,57
Tyler Smith,245,33,61,48,54,49,245,63,52,30,40,60
Yan Matheus Santos Souza,257,41,58,45,58,55,266,65,55,41,46,59
Diego Vicente Bri Carrazoni,256,58,58,27,59,54,285,62,60,47,56,60
Gonzalo Pérez,224,30,31,66,56,41,208,33,33,31,45,66
Ahmed Al Sultan,218,51,37,40,62,28,252,56,30,48,59,59
Aidan Stone,81,13,10,13,35,10,91,11,13,11,35,21
Pablo Oro,262,37,62,47,58,58,259,67,53,41,39,59
Casper Tengstedt,257,45,59,54,50,49,263,60,55,46,42,60
Kyowaan Hoshi,152,20,16,52,41,23,167,27,28,23,37,52
Pablo Abel Argañaraz,252,37,61,55,53,46,229,56,41,34,40,58
Alexander Ahl Holmström,227,27,58,55,45,42,193,42,37,26,32,56
Waleed Hezam Al Anazi,250,57,51,44,61,37,285,58,54,59,57,57
Akinkunmi Amoo,208,44,49,29,47,39,269,65,64,42,37,61
Marcos Montiel,201,33,29,55,63,21,209,43,31,25,50,60
Mohammed Al Hassawi,58,11,7,15,19,6,76,11,15,13,25,12
Dylan Fage,216,47,33,49,59,28,253,61,37,42,55,58
Noah Alexandersson,224,43,48,33,57,43,261,61,48,41,49,62
Gonzalo Gómez,260,59,53,45,58,45,253,60,47,42,47,57
Soner Dikmen,256,55,41,55,66,39,265,60,41,40,67,57
Enzo Cabrera,267,36,69,59,55,48,231,58,46,34,33,60
Fawaz Al Tryes,240,58,48,37,54,43,244,58,43,36,48,59
Bruno Miguel Gonçalves Lopes,243,28,63,64,46,42,203,47,36,33,29,58
Christopher Lungoyi,243,47,54,50,46,46,238,64,46,38,34,56
Egzon Kryeziu,241,43,51,47,65,35,253,54,39,43,58,59
Abdulrahman Al Yami,253,42,58,55,49,49,240,59,47,39,37,58
Liam Edwards,195,34,25,56,45,35,191,40,33,33,39,46
Mishari Al Qahtani,230,54,35,44,59,38,270,58,58,36,58,60
Jordan Rezabala,247,52,51,34,56,54,281,62,53,52,54,60
Javier Ibarra,274,57,65,46,47,59,268,63,49,48,41,67
Josh March,252,34,59,57,51,51,237,55,42,45,38,57
Enmerson Batalla,245,56,55,36,57,41,240,60,45,39,38,58
Sami Ben Amar,260,34,58,59,54,55,228,56,42,38,37,55
Godwin Bentil,252,41,63,52,47,49,231,51,50,39,39,52
Rob Atkinson,188,26,21,60,53,28,178,39,29,19,42,49
Wellington Ramírez,63,13,7,14,24,5,64,8,10,12,16,18
Mauricio Isais,255,52,63,41,49,50,264,63,47,46,45,63
Teun van Grunsven,208,42,30,62,52,22,177,32,26,27,48,44
Aidan Morris,238,37,49,49,60,43,272,55,52,48,58,59
Brackzon León,218,52,34,55,52,25,229,52,38,24,60,55
Fabian Rohner,215,54,43,33,51,34,236,56,50,29,44,57
Jai Ingham,242,58,58,36,48,42,268,57,57,51,46,57
Peter Gwargis,252,57,46,47,61,41,269,57,54,45,60,53
Oliver Antman,235,44,46,44,63,38,268,63,47,38,53,67
Nikell Touglo,193,29,26,61,41,36,164,27,32,34,35,36
Samuel Renel,262,50,51,40,57,64,302,64,62,60,56,60
Paul Lewis,237,45,51,45,61,35,255,56,44,39,59,57
Dennis Gorka,72,10,9,12,29,12,77,15,13,12,17,20
Jop van der Avert,160,15,21,60,42,22,158,38,21,27,29,43
Alex Addai,257,50,59,49,48,51,229,58,40,43,32,56
Hamdan Al Ruwaili,211,51,22,50,58,30,200,40,21,40,44,55
Hassan Al Geed,222,50,49,35,49,39,245,62,40,37,46,60
David Astals Barrera,280,42,61,56,60,61,273,66,62,40,50,55
Yu Yang,248,46,57,38,64,43,236,54,41,27,50,64
Çağtay Kurukalıp,203,55,29,50,42,27,211,58,38,36,35,44
Rodrigo Morínigo,42,8,9,7,8,10,47,8,11,12,5,11
Joachim Carcela-González,240,56,47,27,57,53,292,64,56,55,55,62
Sebastián Cocimano,260,29,63,71,49,48,214,54,40,28,35,57
Fuchi Honda,238,59,45,36,62,36,273,59,47,46,60,61
Paul Costea,247,54,53,41,53,46,261,58,52,45,48,58
Michael Steinwender,204,35,25,62,51,31,188,32,41,27,46,42
Ismael Omar,248,52,44,47,57,48,278,64,55,44,61,54
Alex Purver,219,40,30,55,62,32,241,51,38,42,55,55
Alexander Ammitzbøll,245,37,57,54,52,45,211,57,31,31,36,56
Morgan Boyes,216,53,30,49,50,34,240,56,45,42,42,55
Marcos Duré,232,40,50,45,65,32,249,55,33,40,60,61
Aaron McCarey,79,12,14,14,25,14,88,12,19,11,20,26
Ryotaro Araki,231,36,52,21,60,62,292,66,61,60,41,64
Bugra Temel,246,40,39,58,67,42,253,57,40,43,60,53
Cory Galvin,230,55,43,40,57,35,259,58,53,39,52,57
Magnus S. Lundal,240,45,46,45,62,42,263,59,48,40,57,59
Lukas Fadinger,226,44,48,35,57,42,279,65,49,46,55,64
Omer Hanin,71,11,7,15,25,13,75,13,10,8,23,21
Giacomo Ricci,188,56,26,48,29,29,193,52,32,30,25,54
Josh Eccles,246,45,40,54,61,46,239,55,40,30,56,58
Shunta Awaka,62,14,9,13,19,7,69,9,13,11,24,12
Alejandro Samudio,242,55,55,35,51,46,233,59,45,38,36,55
Aymane Mourid,211,41,33,45,63,29,232,42,35,38,61,56
Carlos Pando,254,55,61,42,58,38,225,60,41,34,35,55
Rémy Vita,200,55,29,48,41,27,205,56,33,32,34,50
George Ray,148,15,19,61,35,18,153,47,16,12,33,45
Lewis Butroid,194,53,26,45,42,28,208,54,37,29,35,53
Dean Campbell,272,60,51,41,62,58,282,63,53,42,61,63
Dickson Abiama,237,31,62,56,42,46,199,53,34,30,30,52
Ryan Ponti,265,52,60,46,55,52,242,62,42,35,44,59
Juan Vieyra,257,62,33,55,63,44,312,55,65,66,58,68
Ben Liddle,241,41,42,54,63,41,266,57,45,44,61,59
Bryan Rivera,243,59,39,48,60,37,235,48,39,41,57,50
Beau Reus,69,14,10,8,27,10,92,7,15,18,30,22
Walter Figueira,268,48,58,57,52,53,252,57,52,44,43,56
Benjamin Ozegovic,69,10,9,30,15,5,73,13,11,11,20,18
Laurenz Dehl,260,50,54,47,59,50,277,59,53,48,56,61
Ramon Castellucci,56,12,7,9,22,6,76,15,12,8,20,21
Marlon Sündermann,53,8,8,11,20,6,64,9,13,11,18,13
Piero Hincapié,177,22,23,53,54,25,193,28,32,29,49,55
Mohammed Attiyah,256,46,56,54,62,38,268,61,39,45,60,63
Cameron McJannet,219,58,35,51,39,36,230,66,43,39,33,49
Luis Franco,48,8,5,11,20,4,61,10,11,9,16,15
Ayumu Ohata,209,49,23,53,59,25,231,59,33,28,54,57
Zhengyu Huang,206,54,24,44,59,25,218,55,27,33,47,56
Khalid Al Ghannam,230,50,53,39,53,35,254,63,40,39,52,60
Chao Zeng,237,56,43,42,54,42,254,55,41,51,52,55
Matthew Smith,228,45,47,33,63,40,266,58,48,45,60,55
Erick Otieno,212,48,38,32,52,42,228,57,38,33,48,52
Njegoš Kupusović,263,44,62,52,48,57,260,60,61,44,38,57
Andrea Padula,192,47,32,44,45,24,212,59,32,28,39,54
Mitchy Ntelo,233,28,55,62,43,45,225,60,50,28,30,57
Bryan Colula,227,56,28,49,52,42,254,58,57,37,51,51
Ben Curville,158,20,17,58,38,25,154,26,28,38,29,33
Lucas Sanabria,227,36,55,44,56,36,248,58,38,36,60,56
John Popelard,229,45,47,42,64,31,235,53,36,32,54,60
Malcolm Barcola,66,9,11,14,25,7,72,10,10,14,24,14
Matthew Dolan,268,60,52,48,62,46,309,61,70,59,57,62
Adam Pearce,87,20,13,12,25,17,97,19,17,17,22,22
Lenny Lacroix,205,27,26,63,55,34,175,27,35,26,45,42
Jonas Sterner,247,58,41,45,64,39,297,64,57,54,59,63
Ali Al Hassan,241,46,47,47,62,39,255,60,46,37,54,58
George Micle,60,14,5,10,25,6,73,12,12,11,27,11
Gabriel Barès,248,55,48,49,64,32,287,60,52,56,56,63
Marvin Senger,204,48,22,60,49,25,173,38,35,19,33,48
Martin Frese,248,52,49,45,58,44,255,59,44,34,53,65
Kenneth Córdova,77,17,11,13,21,15,78,12,12,14,20,20
Joan Cruz,248,54,52,37,60,45,297,62,62,56,55,62
Ignacio Córdoba García,66,13,6,12,28,7,63,14,11,11,15,12
Luís Carlos Machado Mata,199,51,31,45,43,29,194,56,30,32,22,54
Yanfeng Dong,182,44,23,42,49,24,215,59,32,33,43,48
Reagan Ogle,201,51,22,51,53,24,222,50,44,28,48,52
Mohammed Al Moqahwi,57,11,7,13,19,7,73,12,11,13,23,14
Leonardo Justiniano,214,39,30,58,56,31,209,39,33,35,45,57
Alex De John,180,28,25,58,44,25,152,26,28,30,35,33
Shaun Want,168,30,24,56,35,23,138,28,23,22,27,38
Eduardo Torres,258,68,40,47,63,40,289,50,60,50,67,62
Taylor Richards,261,52,54,42,58,55,276,62,49,52,53,60
Matty Daly,278,55,57,50,64,52,302,62,61,57,62,60
Cristian Dumitru,247,44,58,47,48,50,237,57,38,42,39,61
Omar Tejeda,255,52,54,48,51,50,259,58,53,48,42,58
Maximiliano Cabral,47,8,18,7,8,6,48,11,5,8,9,15
Christian Fernandes Marques,219,47,34,51,54,33,229,45,42,39,53,50
Vassilis Chatziemmanouil,54,10,7,13,17,7,66,8,13,11,19,15
Dylan Mottley-Henry,221,54,46,32,52,37,242,57,38,42,47,58
Lucas Greno,224,40,29,57,60,38,187,33,33,31,32,58
Ali Youssef,232,42,52,36,60,42,260,62,45,37,52,64
Gideon Mensah,181,22,25,59,50,25,178,37,26,27,42,46
Xiaobin Zhang,241,46,46,48,59,42,251,51,44,39,55,62
Filip Krastev,241,53,48,25,63,52,292,58,57,58,60,59
Tianyu Guo,243,29,60,63,46,45,223,54,43,34,35,57
Mickaël Nanizayamo,187,26,23,64,48,26,170,30,31,26,41,42
Alin Popa,257,62,48,35,58,54,275,55,56,48,58,58
Diogo de Oliveira Barbosa,253,32,59,71,51,40,219,57,37,28,43,54
Tae Gon Kim,107,13,18,13,45,18,168,21,33,34,46,34
Mauro González,249,45,38,57,68,41,274,59,46,48,64,57
Ethan Zubak,249,29,60,57,49,54,213,54,38,32,33,56
Anthony Rosell,239,59,35,49,61,35,251,52,37,45,60,57
Peter Therkildsen,259,54,43,55,62,45,285,61,56,50,56,62
José Guidino,212,58,31,39,54,30,212,45,39,32,46,50
Georgian Honciu,277,66,51,46,61,53,311,56,68,67,63,57
Kye Rowles,181,26,16,49,59,31,161,27,24,22,50,38
Kenta Ito,207,64,28,32,56,27,201,48,29,28,51,45
Sung Eun Na,235,55,46,36,63,35,250,60,43,35,52,60
Matthew Drubble,237,48,42,54,56,37,232,49,20,55,52,56
Dennis Borkowski,252,38,62,64,45,43,225,55,40,30,38,62
Mert Kula,179,28,22,55,52,22,182,38,36,29,33,46
Hao Guo,207,39,32,46,58,32,251,62,43,33,53,60
Lautaro Chávez,269,45,64,50,58,52,264,70,58,34,43,59
Joon Beom Kim,223,45,41,48,62,27,261,61,41,38,61,60
Bobby Thomas,189,29,28,59,38,35,177,37,33,33,35,39
Kasper Jørgensen,190,53,25,40,50,22,234,56,45,34,44,55
Francisco Ginella,229,36,52,40,62,39,250,64,34,33,55,64
Feyzi Yıldırım,256,52,42,59,67,36,265,56,41,45,62,61
George Mells,245,56,40,51,62,36,289,60,57,53,59,60
Javier López Vegara,264,56,56,48,66,38,283,59,49,48,62,65
Djibril Bangoura,241,58,50,45,46,42,255,66,41,36,48,64
Tobias Schättin,200,55,30,42,45,28,191,51,32,28,36,44
Edgar Lastre,244,53,33,55,60,43,223,45,40,36,42,60
Bryan Reynolds,261,59,47,58,58,39,202,46,32,24,51,49
Noel Mbo,210,22,54,57,42,35,181,56,31,21,19,54
Ji Seung Lee,229,45,40,44,57,43,258,54,44,48,56,56
Marcus Mehnert,250,36,57,56,48,53,218,57,41,32,29,59
Liam Scales,190,32,19,58,56,25,212,55,33,21,54,49
Răzvan Andronic,268,48,61,48,59,52,252,59,51,38,42,62
Waniss Taïbi,262,47,47,45,68,55,301,66,58,46,67,64
Warren O'Hora,221,35,37,60,54,35,205,38,38,29,51,49
Giannis Michailidis,270,65,35,62,56,52,296,45,62,70,67,52
Luca Stellwagen,228,58,34,48,55,33,215,57,34,29,45,50
Frederik Schram,94,17,11,17,34,15,106,16,20,16,31,23
Yuito Suzuki,245,55,45,44,62,39,272,62,43,45,60,62
Jordan Carrillo,278,38,55,62,53,70,257,55,54,55,42,51
Adrian Benedyczak,243,28,58,64,45,48,202,55,38,25,26,58
Josh Martin,243,55,50,30,55,53,273,58,56,48,54,57
Noel Niemann,262,53,59,33,63,54,265,67,51,34,49,64
Aleksandar Cirkovic,255,53,51,42,56,53,261,63,46,48,43,61
Andrea Carboni,196,44,21,53,51,27,198,42,29,33,45,49
Jonathan Bumbu,257,50,45,59,64,39,285,63,48,48,62,64
Ciaran Kelly,222,51,34,61,54,22,223,52,42,26,53,50
jose Oliveira,117,19,12,25,45,16,123,15,21,19,45,23
Alex Newby,240,55,51,37,60,37,308,60,66,69,54,59
Nurettin Korkmaz,255,53,57,41,56,48,267,64,48,41,51,63
Jannis Rabold,224,57,35,40,60,32,226,55,41,33,40,57
Robbie Robinson,270,36,63,58,53,60,213,52,36,32,35,58
Keita Takahata,243,64,31,55,58,35,294,59,57,63,54,61
Gordon Büch,209,54,25,48,52,30,263,49,63,61,44,46
Noah Chilvers,261,55,53,38,61,54,285,58,56,56,56,59
Christoph Messerer,213,48,23,51,62,29,232,54,31,32,57,58
Jack Ruddy,103,13,17,17,39,17,140,18,18,39,41,24
Jonathan Stead,286,49,60,63,56,58,271,53,54,55,51,58
Yassin Fortune,245,42,56,51,53,43,236,58,43,35,37,63
Gerrit Gohlke,186,31,20,58,51,26,168,38,23,22,42,43
Paweł Żuk,208,55,31,47,47,28,175,52,28,29,23,43
Aloys Fouda,213,51,28,48,58,28,214,52,31,34,50,47
Jack Sowerby,232,35,48,51,63,35,246,60,38,30,58,60
Oliver Gastrell,172,27,15,58,44,28,153,41,21,21,22,48
Dawid Pakulski,243,55,45,41,59,43,284,64,53,43,62,62
Kevin Ellison,297,59,60,61,54,63,296,64,63,62,46,61
Julio Machado,204,37,28,62,55,22,156,22,39,25,24,46
Killian Le Roy,59,11,8,13,19,8,74,10,11,13,21,19
Olivier Deman,268,56,57,32,61,62,283,67,58,48,48,62
Jomaine Consbruch,218,37,41,39,62,39,273,59,48,39,63,64
Kohei Okuno,219,48,28,45,60,38,267,56,46,47,58,60
Mohammed Rayman,211,54,23,52,54,28,212,48,34,33,50,47
Riku Danzaki,241,54,45,32,58,52,282,62,55,50,55,60
Brandon Abundis,264,37,63,57,51,56,265,75,58,32,41,59
Carlo Boukhalfa,201,42,29,38,64,28,248,53,39,38,62,56
Hao Luo,206,40,25,55,50,36,191,40,31,30,45,45
Miguel Angel Navarro,194,53,29,36,50,26,203,54,29,29,37,54
Nassim El Ablak,240,52,50,37,57,44,281,66,58,43,51,63
Ryan Edmondson,235,30,61,59,42,43,216,53,42,35,28,58
Chris Zuvela,230,47,42,47,60,34,252,58,43,36,57,58
Aritz Arambarri Murua,166,35,16,55,42,18,137,25,16,38,22,36
Julian Buchta,209,57,21,54,55,22,216,45,32,35,52,52
Milislav Popovic,242,46,60,53,39,44,208,56,36,32,26,58
David Romero,252,38,66,54,44,50,234,61,48,34,34,57
Niko Bretschneider,198,50,24,45,52,27,211,56,35,31,45,44
Stan van Dijck,200,30,32,62,49,27,158,29,26,30,31,42
Guido Chávez,284,58,60,57,48,61,282,60,62,45,57,58
Josh Reid,207,51,30,48,51,27,222,53,39,35,43,52
Agustín Guiffrey,268,58,53,47,60,50,279,62,52,46,55,64
Maksymilian Sitek,253,62,45,35,59,52,257,57,54,42,44,60
Anwar Elyounoussi,234,44,49,45,51,45,256,61,50,39,50,56
Jorge Gática,242,42,59,51,62,28,240,49,38,37,55,61
Aaron Bolger,220,39,42,39,64,36,285,62,62,37,62,62
Muamer Aljic,206,49,32,59,43,23,201,48,32,37,38,46
Hailong Li,183,42,26,40,53,22,235,52,42,30,55,56
Teodor Axinte,68,14,7,10,28,9,64,9,13,13,19,10
Juan Pablo Juárez,202,54,27,49,41,31,214,60,35,42,27,50
Dan Kemp,223,54,47,30,52,40,255,62,50,37,46,60
Khaled Al Dubaysh,211,53,23,56,50,29,223,49,41,39,45,49
Jun Lee,104,23,19,24,22,16,93,19,21,11,27,15
Edwin Mosquera,262,50,55,51,54,52,245,64,49,31,41,60
Leon Sopić,193,34,20,54,53,32,211,42,33,29,56,51
Juan Roa,266,25,59,69,66,47,210,49,37,30,29,65
Ross Millen,199,46,24,54,48,27,238,55,50,31,53,49
Ryan Barnett,242,42,42,51,58,49,252,55,43,38,57,59
Isaac Boye,233,32,60,55,38,48,201,62,35,31,24,49
Daniel Ciobanu,191,38,26,61,44,22,167,31,31,33,32,40
Axel Grijalva,198,34,28,69,33,34,151,31,27,28,30,35
Victor Torp,254,53,54,44,62,41,309,61,62,65,57,64
Lucas Di Yorio,261,36,59,65,57,44,228,55,44,34,38,57
Maarten Rieder,253,45,51,47,65,45,272,61,46,43,62,60
Jaidon Anthony,258,40,59,53,51,55,242,59,51,34,40,58
Andrei Sîntean,262,56,56,45,56,49,252,58,41,53,43,57
Cristofer Salas,253,61,56,47,49,40,212,60,37,31,27,57
